Time,Concentration
0.0,3000.0
1.0006949270326615,0.0
2.001389854065323,0.0
3.0020847810979845,0.0
4.002779708130646,0.0
5.0034746351633075,0.0
6.004169562195969,0.0
7.0048644892286305,0.0
8.005559416261292,0.0
9.006254343293953,0.0
10.006949270326615,0.0
11.007644197359276,0.0
12.008339124391938,0.0
13.0090340514246,0.0
14.009728978457261,0.0
15.010423905489922,0.0
16.011118832522584,0.0
17.011813759555245,0.0
18.012508686587907,0.0
19.01320361362057,0.0
20.01389854065323,0.0
21.01459346768589,0.0
22.015288394718553,0.0
23.015983321751214,0.0
24.016678248783876,0.0
25.017373175816537,0.0
26.0180681028492,0.0
27.01876302988186,0.0
28.019457956914522,0.0
29.020152883947183,0.0
30.020847810979845,0.0
31.021542738012506,0.0
32.02223766504517,0.0
33.02293259207783,0.0
34.02362751911049,0.0
35.02432244614315,0.0
36.025017373175814,0.0
37.025712300208475,0.0
38.02640722724114,0.0
39.0271021542738,0.0
40.02779708130646,0.0
41.02849200833912,0.0
42.02918693537178,0.0
43.029881862404444,0.0
44.030576789437106,0.0
45.03127171646977,0.0
46.03196664350243,0.0
47.03266157053509,0.0
48.03335649756775,0.0
49.03405142460041,0.0
50.034746351633075,0.0
51.035441278665736,0.0
52.0361362056984,0.0
53.03683113273106,0.0
54.03752605976372,0.0
55.03822098679638,0.0
56.038915913829044,0.0
57.039610840861705,0.0
58.04030576789437,0.0
59.04100069492703,0.0
60.04169562195969,0.0
61.04239054899235,0.0
62.04308547602501,0.0
63.043780403057674,0.0
64.04447533009034,0.0
65.045170257123,0.0
66.04586518415566,0.0
67.04656011118831,0.0
68.04725503822098,0.0
69.04794996525365,0.0
70.0486448922863,0.0
71.04933981931896,0.0
72.05003474635163,0.0
73.0507296733843,0.0
74.05142460041695,0.0
75.0521195274496,0.0
76.05281445448227,0.0
77.05350938151494,0.0
78.0542043085476,0.0
79.05489923558025,0.0
80.05559416261292,0.0
81.05628908964559,0.0
82.05698401667824,0.0
83.0576789437109,0.0
84.05837387074357,0.0
85.05906879777623,0.0
86.05976372480889,0.0
87.06045865184154,0.0
88.06115357887421,0.0
89.06184850590688,0.0
90.06254343293953,0.0
91.06323835997219,0.0
92.06393328700486,0.0
93.06462821403753,0.0
94.06532314107018,0.0
95.06601806810284,0.0
96.0667129951355,0.0
97.06740792216817,0.0
98.06810284920083,0.0
99.06879777623348,0.0
100.06949270326615,0.0
101.07018763029882,0.0
102.07088255733147,0.0
103.07157748436413,0.0
104.0722724113968,0.0
105.07296733842946,0.0
106.07366226546212,0.0
107.07435719249477,0.0
108.07505211952744,0.0
109.07574704656011,0.0
110.07644197359276,0.0
111.07713690062542,0.0
112.07783182765809,0.0
113.07852675469076,0.0
114.07922168172341,0.0
115.07991660875606,0.0
116.08061153578873,0.0
117.0813064628214,0.0
118.08200138985406,0.0
119.08269631688671,0.0
120.08339124391938,0.0
121.08408617095205,0.0
122.0847810979847,0.0
123.08547602501736,0.0
124.08617095205003,0.0
125.0868658790827,0.0
126.08756080611535,0.0
127.088255733148,0.0
128.08895066018067,0.0
129.08964558721334,0.0
130.090340514246,0.0
131.09103544127865,0.0
132.09173036831132,0.0
133.092425295344,0.0
134.09312022237663,0.0
135.0938151494093,0.0
136.09451007644196,0.0
137.09520500347463,0.0
138.0958999305073,0.0
139.09659485753994,0.0
140.0972897845726,0.0
141.09798471160528,0.0
142.09867963863792,0.0
143.0993745656706,0.0
144.10006949270326,0.0
145.10076441973592,0.0
146.1014593467686,0.0
147.10215427380123,0.0
148.1028492008339,0.0
149.10354412786657,0.0
150.1042390548992,0.0
151.10493398193188,0.0
152.10562890896455,0.0
153.10632383599722,0.0
154.10701876302988,0.0
155.10771369006252,0.0
156.1084086170952,0.0
157.10910354412786,0.0
158.1097984711605,0.0
159.11049339819317,0.0
160.11118832522584,0.0
161.1118832522585,0.0
162.11257817929118,0.0
163.11327310632382,0.0
164.11396803335649,0.0
165.11466296038915,0.0
166.1153578874218,0.0
167.11605281445446,0.0
168.11674774148713,0.0
169.1174426685198,0.0
170.11813759555247,0.0
171.1188325225851,0.0
172.11952744961778,0.0
173.12022237665045,0.0
174.1209173036831,0.0
175.12161223071575,0.0
176.12230715774842,0.0
177.1230020847811,0.0
178.12369701181376,0.0
179.1243919388464,0.0
180.12508686587907,0.0
181.12578179291174,0.0
182.12647671994438,0.0
183.12717164697705,0.0
184.12786657400972,0.0
185.12856150104238,0.0
186.12925642807505,0.0
187.1299513551077,0.0
188.13064628214036,0.0
189.13134120917303,0.0
190.13203613620567,0.0
191.13273106323834,0.0
192.133425990271,0.0
193.13412091730368,0.0
194.13481584433634,0.0
195.13551077136898,0.0
196.13620569840165,0.0
197.13690062543432,0.0
198.13759555246696,0.0
199.13829047949963,0.0
200.1389854065323,0.0
201.13968033356497,0.0
202.14037526059764,0.0
203.14107018763028,0.0
204.14176511466295,0.0
205.1424600416956,0.0
206.14315496872825,0.0
207.14384989576092,0.0
208.1445448227936,0.0
209.14523974982626,0.0
210.14593467685893,0.0
211.14662960389157,0.0
212.14732453092424,0.0
213.1480194579569,0.0
214.14871438498955,0.0
215.14940931202221,0.0
216.15010423905488,0.0
217.15079916608755,0.0
218.15149409312022,0.0
219.15218902015286,0.0
220.15288394718553,0.0
221.1535788742182,0.0
222.15427380125084,0.0
223.1549687282835,0.0
224.15566365531618,0.0
225.15635858234884,0.0
226.1570535093815,0.0
227.15774843641415,0.0
228.15844336344682,0.0
229.1591382904795,0.0
