Time,Concentration
0.0,0.0
1.0006949270326615,20.01389854065323
2.001389854065323,40.02779708130646
3.0020847810979845,60.04169562195968
4.002779708130646,80.05559416261292
5.0034746351633075,100
6.004169562195969,100
7.0048644892286305,100
8.005559416261292,100
9.006254343293953,100
10.006949270326615,100
11.007644197359276,100
12.008339124391938,100
13.0090340514246,100
14.009728978457261,100
15.010423905489922,100
16.011118832522584,100
17.011813759555245,100
18.012508686587907,100
19.01320361362057,100
20.01389854065323,100
21.01459346768589,100
22.015288394718553,100
23.015983321751214,100
24.016678248783876,100
25.017373175816537,100
26.0180681028492,100
27.01876302988186,100
28.019457956914522,100
29.020152883947183,100
30.020847810979845,100
31.021542738012506,100
32.02223766504517,100
33.02293259207783,100
34.02362751911049,100
35.02432244614315,100
36.025017373175814,100
37.025712300208475,100
38.02640722724114,100
39.0271021542738,100
40.02779708130646,100
41.02849200833912,100
42.02918693537178,100
43.029881862404444,100
44.030576789437106,100
45.03127171646977,100
46.03196664350243,100
47.03266157053509,100
48.03335649756775,100
49.03405142460041,100
50.034746351633075,100
51.035441278665736,100
52.0361362056984,100
53.03683113273106,100
54.03752605976372,100
55.03822098679638,100
56.038915913829044,100
57.039610840861705,100
58.04030576789437,100
59.04100069492703,100
60.04169562195969,100
61.04239054899235,100
62.04308547602501,100
63.043780403057674,100
64.04447533009034,100
65.045170257123,100
66.04586518415566,100
67.04656011118831,100
68.04725503822098,100
69.04794996525365,100
70.0486448922863,100
71.04933981931896,100
72.05003474635163,100
73.0507296733843,100
74.05142460041695,100
75.0521195274496,100
76.05281445448227,100
77.05350938151494,100
78.0542043085476,100
79.05489923558025,100
80.05559416261292,100
81.05628908964559,100
82.05698401667824,100
83.0576789437109,100
84.05837387074357,100
85.05906879777623,100
86.05976372480889,100
87.06045865184154,100
88.06115357887421,100
89.06184850590688,100
90.06254343293953,100
91.06323835997219,100
92.06393328700486,100
93.06462821403753,100
94.06532314107018,100
95.06601806810284,100
96.0667129951355,100
97.06740792216817,100
98.06810284920083,100
99.06879777623348,100
100.06949270326615,100
101.07018763029882,100
102.07088255733147,100
103.07157748436413,100
104.0722724113968,100
105.07296733842946,100
106.07366226546212,100
107.07435719249477,100
108.07505211952744,100
109.07574704656011,100
110.07644197359276,100
111.07713690062542,100
112.07783182765809,100
113.07852675469076,100
114.07922168172341,100
115.07991660875606,100
116.08061153578873,100
117.0813064628214,100
118.08200138985406,100
119.08269631688671,100
120.08339124391938,100
121.08408617095205,100
122.0847810979847,100
123.08547602501736,100
124.08617095205003,100
125.0868658790827,100
126.08756080611535,100
127.088255733148,100
128.08895066018067,100
129.08964558721334,100
130.090340514246,100
131.09103544127865,100
132.09173036831132,100
133.092425295344,100
134.09312022237663,100
135.0938151494093,100
136.09451007644196,100
137.09520500347463,100
138.0958999305073,100
139.09659485753994,100
140.0972897845726,100
141.09798471160528,100
142.09867963863792,100
143.0993745656706,100
144.10006949270326,100
145.10076441973592,100
146.1014593467686,100
147.10215427380123,100
148.1028492008339,100
149.10354412786657,100
150.1042390548992,100
151.10493398193188,100
152.10562890896455,100
153.10632383599722,100
154.10701876302988,100
155.10771369006252,100
156.1084086170952,100
157.10910354412786,100
158.1097984711605,100
159.11049339819317,100
160.11118832522584,100
161.1118832522585,100
162.11257817929118,100
163.11327310632382,100
164.11396803335649,100
165.11466296038915,100
166.1153578874218,100
167.11605281445446,100
168.11674774148713,100
169.1174426685198,100
170.11813759555247,100
171.1188325225851,100
172.11952744961778,100
173.12022237665045,100
174.1209173036831,100
175.12161223071575,100
176.12230715774842,100
177.1230020847811,100
178.12369701181376,100
179.1243919388464,100
180.12508686587907,100
181.12578179291174,100
182.12647671994438,100
183.12717164697705,100
184.12786657400972,100
185.12856150104238,100
186.12925642807505,100
187.1299513551077,100
188.13064628214036,100
189.13134120917303,100
190.13203613620567,100
191.13273106323834,100
192.133425990271,100
193.13412091730368,100
194.13481584433634,100
195.13551077136898,100
196.13620569840165,100
197.13690062543432,100
198.13759555246696,100
199.13829047949963,100
200.1389854065323,100
201.13968033356497,100
202.14037526059764,100
203.14107018763028,100
204.14176511466295,100
205.1424600416956,100
206.14315496872825,100
207.14384989576092,100
208.1445448227936,100
209.14523974982626,100
210.14593467685893,100
211.14662960389157,100
212.14732453092424,100
213.1480194579569,100
214.14871438498955,100
215.14940931202221,100
216.15010423905488,100
217.15079916608755,100
218.15149409312022,100
219.15218902015286,100
220.15288394718553,100
221.1535788742182,100
222.15427380125084,100
223.1549687282835,100
224.15566365531618,100
225.15635858234884,100
226.1570535093815,100
227.15774843641415,100
228.15844336344682,100
229.1591382904795,100
230.15983321751213,100
231.1605281445448,100
232.16122307157747,100
233.16191799861014,100
234.1626129256428,100
235.16330785267544,100
236.1640027797081,100
237.16469770674078,100
238.16539263377342,100
239.1660875608061,100
240.16678248783876,100
241.16747741487143,100
242.1681723419041,100
243.16886726893674,100
244.1695621959694,100
245.17025712300207,100
246.1709520500347,100
247.17164697706738,100
248.17234190410005,100
249.17303683113272,100
250.1737317581654,100
251.17442668519803,100
252.1751216122307,100
253.17581653926337,100
254.176511466296,100
255.17720639332867,100
256.17790132036134,100
257.178596247394,100
258.1792911744267,100
259.17998610145935,100
260.180681028492,100
261.18137595552463,100
262.1820708825573,100
263.18276580958997,100
264.18346073662264,100
265.1841556636553,100
266.184850590688,100
267.18554551772064,100
268.18624044475325,100
269.1869353717859,100
270.1876302988186,100
271.18832522585126,100
272.1890201528839,100
273.1897150799166,100
274.19041000694926,100
275.19110493398193,100
276.1917998610146,100
277.1924947880472,100
